Id,Churn
0,0.032578188498727026
1,0.7275757868942193
2,0.6980437729206016
3,0.0048838105075273055
4,0.0014045667147269186
5,0.13364424977027706
6,0.4907941099470001
7,0.28957086493920003
8,0.07836368542742458
9,0.48119101037584444
10,0.19427190496252733
11,0.16515960580813033
12,0.40251642602931775
13,0.10232216465507013
14,0.03466746429586278
15,0.008279832357617246
16,0.1907243105033574
17,0.3461384371596745
18,0.0466601137093967
19,0.006835450347819854
20,0.17926221255774105
21,0.008516821598971288
22,0.7479016307233688
23,0.5089015526593267
24,0.10504482707177872
25,0.3327748551582299
26,0.1524920256971132
27,0.022487005881015175
28,0.018312813197920406
29,0.0013529877532880922
30,0.511743933982502
31,0.4995953849414298
32,0.7350254128515517
33,0.664305265171235
34,0.06191402719275692
35,0.012635870768863236
36,0.43473857277839495
37,0.07173966346363676
38,0.15532116820698225
39,0.027964637123096235
40,0.33806837661539146
41,0.5680266173905267
42,0.3947338962718619
43,0.2514100985974437
44,0.4049923381924336
45,0.3620060682638929
46,0.1434246801240355
47,0.12677989212275126
48,0.1939813659786061
49,0.15580167029926703
50,0.3756023607210234
51,0.7697429647348689
52,0.35864274398106366
53,0.12497630692360334
54,0.4455133419112578
55,0.005214813860442639
56,0.012600380006234783
57,0.6152053535621425
58,0.6553863900244435
59,0.256288833318572
60,0.02757432071231918
61,0.5633862967599582
62,0.17789016167642602
63,0.08691125522014953
64,0.771600270973414
65,0.011930046665598909
66,0.2771287511302994
67,0.4911459963666872
68,0.007606291138929129
69,0.5465584725061937
70,0.5474731360148044
71,0.5839331548214838
72,0.04228599364327529
73,0.6037111137281194
74,0.7965850460957353
75,0.03150825755838496
76,0.13937359965778692
77,0.07968165082326924
78,0.07959022656150562
79,0.004212251128966184
80,0.507426221799254
81,0.7034691807009463
82,0.8066896206391818
83,0.2085735511224154
84,0.1905694597160331
85,0.02669994027214868
86,0.0557340654015096
87,0.5128492254959808
88,0.3950823258455324
89,0.1905694597160331
90,0.11836915317409749
91,0.20349415182579153
92,0.7222274073489037
93,0.8331743862649867
94,0.0014917598896322423
95,0.021008325342572357
96,0.20318555303405195
97,0.5728058664103729
98,0.26856017159649
99,0.6829518484488303
100,0.013644761134316912
101,0.771127963215402
102,0.001585818502711354
103,0.6781291658040504
104,0.001980614683713436
105,0.6658022245812613
106,0.1766979466311319
107,0.09582747858988866
108,0.005041004499004584
109,0.2684377871644871
110,0.10109147544600369
111,0.07744817213379006
112,0.36578008554987995
113,0.3574243637837533
114,0.002948897957057173
115,0.8038092560803628
116,0.020967624802617917
117,0.0018113877929044917
118,0.04732830235530355
119,0.5922202739856728
120,0.10354740671144264
121,0.026054366830024215
122,0.26776615320583996
123,0.3499336712001674
124,0.32110444434977803
125,0.3215435392250523
126,0.7220544195690276
127,0.26983481685846067
128,0.14038916858975106
129,0.17487822088657723
130,0.11035760835881388
131,0.030271070989626395
132,0.0022153953957817774
133,0.03135380232828843
134,0.2845235381972946
135,0.030309906366249747
136,0.01920922464047452
137,0.0037129676137812426
138,0.03669667339486843
139,0.21425340687900313
140,0.004844612087952059
141,0.004644250303471327
142,0.04388344274415233
143,0.05014758375081667
144,0.3224415968523041
145,0.18874680740146
146,0.41492108756672297
147,0.013687620887717574
148,0.0023976813231873077
149,0.6903149528427416
150,0.020949965863407166
151,0.6918888621704272
152,0.46639949321049656
153,0.04514675121899017
154,0.2711757330913028
155,0.7088589336127624
156,0.07253815671514091
157,0.05858309409750015
158,0.03924957115608618
159,0.12551312304181367
160,0.34957476664129405
161,0.7035618979716928
162,0.09438086049916802
163,0.026364777750019563
164,0.5623703743825265
165,0.07098105347319758
166,0.030540215663403154
167,0.11891291027022152
168,0.04214680006086987
169,0.5947216651113444
170,0.7081028287926523
171,0.00999598131488231
172,0.40718522509717925
173,0.5208681652753032
174,0.13724208720084177
175,0.6284437129317677
176,0.06950392189145467
177,0.04876355431013374
178,0.017260090847564354
179,0.866032328135706
180,0.1518397759706539
181,0.08868807958169217
182,0.03312381624825113
183,0.09276712537551901
184,0.1262105559936974
185,0.009596100680117582
186,0.15358649511552855
187,0.00404868403606482
188,0.05429574506024302
189,0.01081897673270346
190,0.007637318639893528
191,0.006082742233797594
192,0.09833355606146169
193,0.019502797291282153
194,0.2766059406653436
195,0.10237870248409521
196,0.02692631991295381
197,0.18989994130255167
198,0.49588031988922376
199,0.5379359816812719
200,0.4986153554332651
201,0.6279029915043272
202,0.2592862166342025
203,0.7147984900015673
204,0.2171367278897481
205,0.0049964176390360025
206,0.07186494860685134
207,0.6582932865993198
208,0.6633544623277848
209,0.5497567759039101
210,0.3709142295015449
211,0.11942322225704814
212,0.6472328522092345
213,0.006868016300130148
214,0.0036271380095324822
215,0.5497861287314597
216,0.759451206551382
217,0.6768853343099926
218,0.24112764128483297
219,0.49926831249943027
220,0.4995044304351878
221,0.011239416197550834
222,0.0812946634980667
223,0.18548434697281413
224,0.043919264229007195
225,0.6543291073636011
226,0.31191585210258815
227,0.04632724182564286
228,0.4690738550919255
229,0.33123635531477424
230,0.0020944603849761215
231,0.008535843376968246
232,0.34852966549778347
233,0.003880812157544665
234,0.00999457670050431
235,0.06352827618665761
236,0.8074022183074246
237,0.3014836267455024
238,0.07552126198741935
239,0.3414232234341465
240,0.20598814436474536
241,0.012167120029882269
242,0.13162917233339247
243,0.5112162849174066
244,0.05984150457259801
245,0.049931667100671845
246,0.009142101042058174
247,0.0018821335005826194
248,0.01936941912563206
249,0.043904957535594154
250,0.0012846855480517954
251,0.01791418470839519
252,0.07093885868910893
253,0.5488308929059514
254,0.2841817458221081
255,0.4703181953141253
256,0.10819962436284312
257,0.19552891741028214
258,0.18418886426614822
259,0.6030040475752342
260,0.08462903833671392
261,0.36906933451759233
262,0.23271972117847364
263,0.39421334386259294
264,0.6403773922138988
265,0.24418443804182058
266,0.6326127238679912
267,0.23276549266484037
268,0.15960798071070806
269,0.04477160069683258
270,0.006102712525723175
271,0.0032600081892764214
272,0.40474778196411004
273,0.5626352189441179
274,0.058475153304652916
275,0.21914621601532158
276,0.033007183591075205
277,0.03678523106633491
278,0.13461827942376056
279,0.04775415463826642
280,0.6257438324420814
281,0.06198186493525254
